#time_stamp,counts
2022-05-26T12:28:19.787717,3000,0,0,3000
2022-05-26T12:28:19.949663,3000,0,0,3000
2022-05-26T12:28:20.106882,3000,0,0,3000
2022-05-26T12:28:20.264385,3000,0,0,3000
2022-05-26T12:28:20.420518,3000,0,0,3000
2022-05-26T12:28:20.576623,3000,0,0,3000
2022-05-26T12:28:20.728044,3000,0,0,3000
2022-05-26T12:28:20.887478,3000,0,0,3000
2022-05-26T12:28:21.066024,3000,0,0,3000
2022-05-26T12:28:21.230948,3000,0,0,3000
2022-05-26T12:28:21.397624,3000,0,0,3000
2022-05-26T12:28:21.563894,3000,0,0,3000
2022-05-26T12:28:21.730626,3000,0,0,3000
2022-05-26T12:28:21.897742,3000,0,0,3000
2022-05-26T12:28:22.064355,3000,0,0,3000
2022-05-26T12:28:22.230621,3000,0,0,3000
2022-05-26T12:28:22.392556,3000,0,0,3000
2022-05-26T12:28:22.553908,3000,0,0,3000
2022-05-26T12:28:22.721000,3000,0,0,3000
2022-05-26T12:28:22.878654,3000,0,0,3000
2022-05-26T12:28:23.033859,3000,0,0,3000
2022-05-26T12:28:23.191942,3000,0,0,3000
2022-05-26T12:28:23.352703,3000,0,0,3000
2022-05-26T12:28:23.512376,3000,0,0,3000
2022-05-26T12:28:23.673706,3000,0,0,3000
2022-05-26T12:28:23.836894,3000,0,0,3000
2022-05-26T12:28:23.997226,3000,0,0,3000
2022-05-26T12:28:24.163227,3000,0,0,3000
2022-05-26T12:28:24.331391,3000,0,0,3000
2022-05-26T12:28:24.497596,3000,0,0,3000
2022-05-26T12:28:24.664710,3000,0,0,3000
2022-05-26T12:28:24.825623,3000,0,0,3000
2022-05-26T12:28:24.978001,3000,0,0,3000
2022-05-26T12:28:25.157679,3000,0,0,3000
2022-05-26T12:28:25.313766,3000,0,0,3000
2022-05-26T12:28:25.487959,3000,0,0,3000
2022-05-26T12:28:25.643981,3000,0,0,3000
2022-05-26T12:28:25.814051,3000,0,0,3000
2022-05-26T12:28:25.981058,3000,0,0,3000
2022-05-26T12:28:26.147620,3000,0,0,3000
2022-05-26T12:28:26.314286,3000,0,0,3000
2022-05-26T12:28:26.481276,3000,0,0,3000
2022-05-26T12:28:26.647171,4001,0,0,4001
2022-05-26T12:28:26.814516,4001,0,0,4001
2022-05-26T12:28:26.980620,4977,0,0,4977
2022-05-26T12:28:27.147619,5001,0,0,5001
2022-05-26T12:28:27.314256,5001,0,0,5001
2022-05-26T12:28:27.480626,5001,0,0,5001
2022-05-26T12:28:27.648582,5001,0,0,5001
2022-05-26T12:28:27.814810,5001,0,0,5001
2022-05-26T12:28:27.980625,4001,0,0,4001
2022-05-26T12:28:28.137424,4001,0,0,4001
2022-05-26T12:28:28.306703,3431,0,0,3431
2022-05-26T12:28:28.483025,3001,0,0,3001
2022-05-26T12:28:28.647622,3001,0,0,3001
2022-05-26T12:28:28.814106,3001,0,0,3001
2022-05-26T12:28:28.980618,3001,0,0,3001
2022-05-26T12:28:29.147250,3001,0,0,3001
2022-05-26T12:28:29.314482,3001,0,0,3001
2022-05-26T12:28:29.481080,3001,0,0,3001
2022-05-26T12:28:29.647172,3001,0,0,3001
2022-05-26T12:28:29.814590,3001,0,0,3001
2022-05-26T12:28:29.980617,3001,0,0,3001
2022-05-26T12:28:30.147617,3001,0,0,3001
2022-05-26T12:28:30.314221,3001,0,0,3001
2022-05-26T12:28:30.480619,3001,0,0,3001
2022-05-26T12:28:30.647274,3001,0,0,3001
2022-05-26T12:28:30.814493,3001,0,0,3001
2022-05-26T12:28:30.971052,3001,0,0,3001
2022-05-26T12:28:31.147615,3001,0,0,3001
2022-05-26T12:28:31.314034,3001,0,0,3001
2022-05-26T12:28:31.480413,3001,0,0,3001
2022-05-26T12:28:31.647762,3001,0,0,3001
2022-05-26T12:28:31.814606,3001,0,0,3001
2022-05-26T12:28:31.980618,3001,0,0,3001
