0.100,8326,52724,3432,40838
0.200,8332,52657,3378,40852
0.300,8331,52542,3438,40781
0.400,8289,52391,3431,40784
0.500,8357,52949,3410,40736
0.600,8305,53022,3392,40742
0.700,8227,52767,3433,40773
0.800,8306,53199,3416,40790
0.900,8204,53544,3464,40898
1.000,8233,54776,3429,40997
1.100,8113,56595,3452,40842
1.200,7849,60021,3519,40798
1.300,7447,67044,3636,40702
1.400,6884,75662,3824,40850
1.500,6181,85169,3923,40873
1.600,5493,93818,4103,40746
1.700,4864,100235,4196,40849
1.800,4582,104819,4346,40803
1.900,4422,106870,4380,40845
2.000,4313,107312,4431,40946
2.100,4548,105948,4315,40944
2.200,4681,103743,4328,41157
2.300,4992,100302,4213,41023
2.400,5301,96814,4139,40801
2.500,5607,92788,4050,40969
2.600,5978,88919,3901,40919
2.700,6189,84887,3858,40868
2.800,6467,81214,3804,40924
2.900,6751,77614,3709,40889
3.000,6974,74406,3644,40794
3.100,7276,71536,3621,40944
3.200,7461,68756,3544,40783
3.300,7556,65850,3441,40727
3.400,7728,63202,3412,40691
3.500,7841,60745,3434,40842
3.600,8024,58265,3347,40695
3.700,8085,56011,3386,40682
3.800,8196,54460,3351,40509
3.900,8329,52794,3327,40681
4.000,8454,51001,3296,40661
4.100,8376,49224,3307,40778
4.200,8534,47983,3284,40760
4.300,8596,46942,3284,40827
4.400,8648,45702,3235,40680
4.500,8810,44586,3180,40782
4.600,8833,43398,3211,40850
4.700,8906,42493,3197,40813
4.800,8871,41410,3192,40703
4.900,8999,40167,3181,40550
5.000,9013,39367,3203,40627
5.100,8953,38642,3145,40601
5.200,9001,37887,3134,40580
5.300,9163,36922,3142,40527
5.400,9219,36190,3163,40501
5.500,9140,35530,3101,40447
5.600,9189,35110,3101,40450
5.700,9196,34324,3141,40338
5.800,9256,33694,3070,40458
5.900,9258,33103,3127,40441
6.000,9342,32522,3131,40396
6.100,9280,32009,3092,40397
6.200,9307,31239,3078,40443
6.300,9285,30869,3104,40470
6.400,9418,30401,3117,40580
6.500,9417,30059,3137,40528
6.600,9484,29718,3094,40599
6.700,9520,29356,3103,40628
6.800,9508,28999,3064,40708
6.900,9440,28672,3061,40690
7.000,9541,28261,3042,40475
7.100,9466,27838,3049,40559
7.200,9535,27612,3064,40540
7.300,9465,27159,3033,40695
7.400,9542,26604,3076,40513
7.500,9644,26479,3046,40535
7.600,9619,26318,3076,40566
7.700,9543,25875,3034,40500
7.800,9566,25706,3040,40517
7.900,9669,25339,3014,40480
8.000,9563,24949,3035,40505
8.100,9625,24862,3083,40427
8.200,9658,24703,3033,40531
8.300,9694,24260,3045,40513
8.400,9721,23930,3038,40639
8.500,9821,23991,2980,40665
8.600,9746,23880,2978,40483
8.700,9709,23696,2959,40538
8.800,9659,23329,3015,40478
8.900,9678,23059,2995,40517
9.000,9757,22870,2963,40571
9.100,9782,22847,3003,40531
9.200,9843,22628,3023,40598
9.300,9786,22474,2999,40418
9.400,9718,22129,2995,40464
9.500,9683,21834,3003,40419
9.600,9735,21945,2995,40478
9.700,9764,21692,2974,40488
9.800,9717,21475,2986,40529
9.900,9789,21211,3014,40544
10.000,9771,20943,2998,40584
10.100,9670,20998,2986,40352
10.200,9702,21007,2973,40513
10.300,9754,21091,2983,40389
10.400,9782,21030,3004,40462
10.500,9780,21058,2988,40405
10.600,9780,21090,2983,40408
10.700,9790,20896,2981,40452
10.800,9864,20998,2993,40499
10.900,9735,20954,2967,40595
11.000,9773,21015,2960,40504
11.100,9782,21088,3021,40362
11.200,9815,21072,2985,40293
11.300,9766,21407,3020,40355
11.400,9721,21193,3014,40260
11.500,9707,21101,3006,40322
11.600,9802,21316,2990,40371
11.700,9856,21284,2960,40369
11.800,9798,21373,2964,40285
11.900,9834,21304,2988,40247
12.000,9775,21156,2993,40359
12.100,9661,21131,2989,40243
12.200,9735,21292,2993,40366
12.300,9811,21290,2977,40451
12.400,9813,20887,3003,40366
12.500,9831,21164,2945,40385
12.600,9858,21091,2993,40475
12.700,9755,21162,2973,40564
12.800,9801,20850,2972,40447
12.900,9839,21174,2965,40409
13.000,9810,21184,3002,40607
13.100,9814,21059,3009,40549
13.200,9709,21176,2978,40444
13.300,9735,21134,2976,40342
13.400,9820,21031,2983,40327
13.500,9750,21174,3016,40464
13.600,9831,21371,2996,40444
13.700,9797,21203,3034,40479
13.800,9765,21283,2968,40432
13.900,9772,21111,2960,40497
14.000,9761,21106,2988,40405
14.100,9717,21160,2998,40377
14.200,9826,21224,2994,40270
14.300,9714,21244,3014,40292
14.400,9757,21164,3030,40455
14.500,9712,21157,2944,40285
14.600,9812,21403,2973,40432
14.700,9847,21560,2993,40331
14.800,9832,21442,2966,40436
14.900,9717,21258,3008,40352
15.000,9749,21321,3013,40294
