0.100,10111,12214,2248,38429
0.200,10019,12121,2293,38469
0.300,10045,12113,2277,38573
0.400,10148,12156,2257,38616
0.500,10152,11967,2260,38733
0.600,10152,11999,2273,38695
0.700,10025,12017,2288,38814
0.800,10209,11993,2292,38957
0.900,10135,11827,2252,38852
1.000,10121,11727,2313,38817
1.100,10117,11292,2296,38827
1.200,10134,10648,2284,38878
1.300,10124,9481,2344,38923
1.400,10278,7945,2386,39185
1.500,10224,6590,2532,39712
1.600,10293,5758,2667,40306
1.700,10328,5313,2848,40662
1.800,10320,5541,3090,41001
1.900,10254,6375,3371,41150
2.000,10245,7605,3582,41068
2.100,10186,8847,3777,41185
2.200,10148,10245,3903,41019
2.300,10072,11623,4007,41073
2.400,10096,12953,4069,40943
2.500,10052,14152,4073,40845
2.600,9952,15227,4090,41037
2.700,9928,16276,4017,41044
2.800,9972,17051,3986,40937
2.900,9970,17665,3970,41092
3.000,9883,18062,3926,41162
3.100,9918,18647,3894,41127
3.200,9917,18967,3846,41148
3.300,9793,19361,3760,41110
3.400,9944,19457,3728,41092
3.500,9895,19799,3708,41080
3.600,9855,20021,3681,41071
3.700,9846,20143,3602,41045
3.800,9860,20331,3643,40898
3.900,9820,20486,3587,40972
4.000,9708,20487,3513,41072
4.100,9797,20336,3458,41136
4.200,9802,20605,3463,40872
4.300,9792,20689,3452,41006
4.400,9887,20436,3447,41182
4.500,9778,20716,3385,41073
4.600,9700,20753,3406,41150
4.700,9872,20795,3393,41025
4.800,9778,20856,3372,40904
4.900,9712,20926,3333,40894
5.000,9776,20965,3324,40877
5.100,9645,20918,3301,40849
5.200,9743,20983,3348,40903
5.300,9855,21075,3264,40792
5.400,9709,21017,3281,40767
5.500,9768,21247,3273,40861
5.600,9830,21335,3232,40916
5.700,9735,21192,3219,40886
5.800,9758,21135,3210,40887
5.900,9812,21124,3188,40871
6.000,9815,21050,3206,40897
6.100,9711,21111,3141,40979
6.200,9758,21203,3195,40706
6.300,9826,21433,3130,40454
6.400,9761,21524,3148,40523
6.500,9776,21407,3140,40595
6.600,9722,21348,3142,40552
6.700,9803,21422,3144,40593
6.800,9718,21427,3137,40504
6.900,9745,21269,3161,40464
7.000,9742,21278,3143,40397
7.100,9744,21344,3136,40590
7.200,9773,21424,3117,40456
7.300,9720,21312,3120,40472
7.400,9763,21369,3080,40527
7.500,9777,21435,3087,40590
7.600,9766,21347,3077,40434
7.700,9912,21493,3056,40420
7.800,9782,21480,3035,40583
7.900,9815,21401,3051,40642
8.000,9805,21446,3040,40360
8.100,9728,21243,3047,40475
8.200,9800,21445,3070,40481
8.300,9851,21450,3046,40531
8.400,9812,21290,3037,40416
8.500,9767,21145,3079,40340
8.600,9699,21071,3056,40309
8.700,9757,21086,3050,40404
8.800,9812,21117,3067,40522
8.900,9770,21163,3005,40505
9.000,9822,21162,2987,40491
9.100,9782,21002,3014,40393
9.200,9738,21100,3028,40452
9.300,9695,21205,2969,40538
9.400,9794,21370,3023,40449
9.500,9787,21193,2977,40522
9.600,9798,21229,2982,40587
9.700,9766,21052,2988,40449
9.800,9797,21334,2987,40442
9.900,9812,21266,2990,40143
10.000,9770,21398,2940,40398
