vdiff
1.0106066348677525
1.0147548717618202
1.0120987432531925
1.0131176151688044
1.006747926329669
1.0036343294279473
1.001521580955177
0.9867178746634135
0.978045429870144
0.9567855787046906
0.9214965050382535
0.8462391550997233
0.707725998401433
0.5339891300762729
0.32937695518778076
0.12749922760422683
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
