0.050,10046,11915,2286,38655
0.100,10142,12202,2305,38557
0.150,10140,12062,2302,38609
0.200,10149,12151,2266,38902
0.250,10056,12114,2273,38781
0.300,10133,12255,2242,38664
0.350,10176,11844,2275,38685
0.400,10171,12039,2255,38894
0.450,10114,11943,2273,38885
0.500,10088,11929,2271,38931
0.550,10163,11842,2283,38846
0.600,10128,11732,2277,38943
0.650,10076,12010,2306,38801
0.700,10158,12085,2297,38780
0.750,10196,12033,2315,38657
0.800,10088,11829,2299,38651
0.850,10124,11897,2296,38754
0.900,10107,11859,2316,38715
0.950,10158,11668,2331,38862
1.000,10145,11502,2284,38817
1.050,10161,11421,2317,38711
1.100,10081,11180,2311,38802
1.150,10272,10984,2317,39009
1.200,10273,10655,2296,38981
1.250,10168,9987,2307,38961
1.300,10252,9458,2359,39156
1.350,10309,8789,2375,39237
1.400,10272,8042,2434,39276
1.450,10267,7229,2491,39529
1.500,10285,6698,2556,39796
1.550,10346,6024,2630,39911
1.600,10344,5707,2758,40260
1.650,10387,5390,2805,40475
1.700,10448,5339,2897,40556
1.750,10334,5449,2978,40690
1.800,10377,5472,3142,40877
1.850,10319,5882,3234,41107
1.900,10294,6425,3342,41143
1.950,10272,6921,3470,41148
2.000,10201,7529,3603,41045
2.050,10214,8207,3716,41124
2.100,10282,8863,3772,41039
2.150,10216,9556,3881,41036
2.200,10088,10472,3916,40921
2.250,10020,11059,4034,40809
2.300,10102,11870,4011,40853
2.350,10129,12417,4070,40811
2.400,10071,13194,4123,41011
2.450,9977,13675,4097,41022
2.500,10009,14296,4135,40947
2.550,10177,14859,4097,41104
2.600,10067,15386,4094,41031
2.650,10099,15690,4114,40887
2.700,10001,16288,4077,41083
2.750,9920,16711,4074,41056
2.800,10039,17052,4020,41036
2.850,10023,17451,3969,41075
2.900,9850,17571,4000,41113
2.950,9743,17923,4028,40950
3.000,9698,18012,3976,41096
3.050,9877,18283,3978,41153
3.100,9857,18572,3982,41151
3.150,9894,18679,3888,41032
3.200,9866,18908,3876,41105
3.250,9866,19163,3846,41182
3.300,9808,19304,3799,41139
3.350,9759,19537,3785,41164
3.400,9888,19497,3726,41157
3.450,9722,19653,3766,41235
3.500,9859,19783,3736,41120
3.550,9798,19857,3732,41272
3.600,9848,20110,3704,41097
3.650,9864,20081,3706,41151
3.700,9840,20244,3623,41269
3.750,9860,20385,3644,41329
3.800,9836,20350,3576,41242
3.850,9823,20526,3606,41140
3.900,9777,20548,3574,41053
3.950,9762,20342,3613,41145
4.000,9829,20473,3596,41145
4.050,9841,20375,3601,41127
4.100,9822,20762,3520,41075
4.150,9790,20669,3503,41161
4.200,9832,20605,3538,41209
4.250,9745,20513,3507,41222
4.300,9793,20580,3490,41109
4.350,9837,20828,3441,41068
4.400,9838,20950,3456,41126
4.450,9860,20847,3431,41131
4.500,9717,20847,3483,41035
4.550,9760,20778,3461,41152
4.600,9798,20851,3389,41045
4.650,9716,20991,3419,40959
4.700,9828,20924,3434,40934
4.750,9801,21062,3415,40980
4.800,9780,20987,3401,40864
4.850,9713,21011,3376,40996
4.900,9653,20993,3425,41054
4.950,9745,20986,3413,41042
5.000,9757,21109,3368,40892
5.050,9875,21303,3328,40917
5.100,9805,21094,3333,40986
5.150,9842,21096,3320,40892
5.200,9802,21181,3334,40772
5.250,9814,21059,3297,40993
5.300,9730,21102,3322,40920
5.350,9753,21142,3323,40941
5.400,9818,21104,3314,40917
5.450,9813,20991,3318,41072
5.500,9801,20982,3300,40964
5.550,9720,21287,3281,40995
5.600,9741,21121,3261,40889
5.650,9802,21270,3232,40922
5.700,9807,21204,3229,40840
5.750,9812,21015,3276,40924
5.800,9852,21192,3250,40746
5.850,9839,21312,3225,40922
5.900,9815,21380,3232,40805
5.950,9784,21266,3238,40853
6.000,9763,21195,3203,40816
6.050,9860,21465,3168,40789
6.100,9719,21388,3186,40837
6.150,9843,21283,3208,40782
6.200,9798,21271,3238,40802
6.250,9792,21292,3185,40752
6.300,9724,21339,3206,40867
6.350,9762,21288,3211,40746
6.400,9744,21207,3219,40687
6.450,9789,21259,3207,40695
6.500,9784,21281,3207,40811
6.550,9818,21510,3188,40802
6.600,9833,21159,3155,40914
6.650,9836,21374,3187,40849
6.700,9800,21361,3143,40791
6.750,9842,21277,3173,40867
6.800,9802,21292,3186,40671
6.850,9773,21355,3173,40763
6.900,9787,21396,3102,40676
6.950,9858,21432,3139,40764
7.000,9862,21447,3123,40621
7.050,9899,21338,3104,40556
7.100,9784,21185,3138,40565
7.150,9822,21209,3103,40490
7.200,9722,21320,3142,40505
7.250,9849,21326,3164,40596
7.300,9758,21183,3120,40529
7.350,9812,21280,3104,40630
7.400,9812,21353,3106,40578
7.450,9730,21406,3128,40682
7.500,9753,21243,3108,40615
7.550,9823,21343,3104,40450
7.600,9814,21301,3100,40580
7.650,9772,21411,3118,40650
7.700,9763,21406,3107,40637
7.750,9751,21309,3118,40724
7.800,9733,21231,3097,40693
7.850,9772,21395,3083,40571
7.900,9829,21244,3120,40618
7.950,9768,21348,3098,40602
8.000,9763,21240,3100,40573
8.050,9814,21225,3094,40500
8.100,9774,21310,3058,40486
8.150,9867,21300,3090,40692
8.200,9769,21036,3110,40625
8.250,9837,21411,3095,40701
8.300,9690,21234,3060,40763
8.350,9794,20942,3073,40731
8.400,9767,21230,3061,40772
8.450,9772,21420,3048,40748
8.500,9838,21418,3034,40806
8.550,9800,21222,3038,40740
8.600,9739,21336,3019,40794
8.650,9797,21347,3034,40812
8.700,9732,21251,3063,40691
8.750,9821,21295,3044,40690
8.800,9837,21338,3022,40626
8.850,9812,21339,3021,40768
8.900,9877,21341,3008,40813
8.950,9791,21337,3001,40790
9.000,9778,21231,3071,40549
9.050,9766,21316,3077,40708
9.100,9865,21323,3009,40692
9.150,9743,21344,3017,40669
9.200,9849,21281,3045,40655
9.250,9782,21372,3028,40577
9.300,9735,21230,3050,40655
9.350,9802,21268,3010,40566
9.400,9750,21377,3006,40610
9.450,9702,21333,3025,40572
9.500,9755,21208,3054,40462
9.550,9804,21267,3034,40499
9.600,9804,21220,3037,40385
9.650,9835,21227,3062,40496
9.700,9808,20991,3005,40626
9.750,9770,21031,3033,40581
9.800,9771,21128,3011,40587
9.850,9815,21175,3023,40566
9.900,9732,21231,3047,40489
9.950,9803,21418,3018,40543
10.000,9810,21226,3039,40591
