6.000,12110,56901,4979,66145
6.000,12139,56936,4995,66153
6.000,11905,57175,5046,66146
6.000,11863,56801,5037,66094
6.000,11844,56989,5043,66231
6.000,12099,58093,4906,65917
6.000,12798,61663,4560,65134
6.000,12617,61648,4502,65309
6.000,12541,61599,4534,65455
6.000,12778,61563,4555,65306
6.000,12662,61574,4580,65432
6.000,12627,61396,4570,65554
6.000,12737,61437,4581,65461
6.000,12782,61520,4561,65466
6.000,12728,61350,4558,65603
6.000,12835,61457,4559,65472
6.000,12738,61395,4556,65354
6.000,12623,61169,4516,65382
6.000,12774,61148,4534,65355
6.000,12905,60871,4472,65450
6.000,12970,61012,4536,65344
6.000,12925,60414,4482,65399
6.000,12849,60476,4520,65419
6.000,12749,60414,4528,65192
6.000,12867,60222,4548,65306
6.000,12929,60048,4517,65173
6.000,12997,60198,4499,65251
6.000,12923,60109,4523,65012
6.000,12849,59889,4494,64924
6.000,12865,59996,4543,65155
6.000,12764,59764,4496,65180
6.000,12781,59400,4550,65003
6.000,12753,59472,4543,64908
6.000,13015,59368,4501,65117
6.000,12961,59499,4548,65232
6.000,12799,59218,4567,65390
6.000,12920,59185,4559,65016
6.000,12854,59176,4600,64787
6.000,13015,59177,4612,65131
6.000,13089,59079,4668,65171
6.000,12932,59036,4630,65164
6.000,12934,59013,4611,65208
6.000,12881,58922,4627,65220
6.000,12718,58938,4626,65027
6.000,12822,58870,4689,65376
6.000,12821,58789,4623,65260
6.000,12866,59097,4594,65287
6.000,12826,58969,4658,65169
6.000,12773,58727,4690,65247
6.000,12868,58886,4617,65262
6.000,12784,58852,4620,65286
6.000,12877,58997,4622,65121
6.000,12900,59044,4621,65331
6.000,12852,58796,4629,65327
6.000,12853,58594,4646,65121
6.000,12786,59122,4701,65184
6.000,12848,58924,4699,65192
6.000,12720,58925,4660,65137
6.000,12746,58935,4707,65098
6.000,12696,58837,4698,65501
6.000,12784,58895,4712,65139
6.000,12809,58848,4696,65038
6.000,12714,59135,4688,65193
6.000,12828,59016,4683,64833
6.000,12813,59050,4668,65028
6.000,12821,58892,4701,65257
6.000,12788,59117,4748,65287
6.000,12684,59040,4713,65234
6.000,12699,59336,4665,65137
6.000,12754,58900,4710,65402
6.000,12693,59176,4698,65464
6.000,12881,59000,4709,65148
6.000,12751,59301,4648,64983
6.000,12627,59613,4660,65370
6.000,12776,59451,4640,65284
6.000,12792,59383,4663,65256
6.000,12865,59247,4734,65209
6.000,12797,59415,4715,65405
6.000,12694,59564,4726,65257
6.000,12732,59527,4657,65530
6.000,12759,59476,4705,65517
6.000,12742,59143,4689,65502
6.000,12743,59312,4692,65564
6.000,12756,59484,4711,65294
6.000,12825,59344,4681,65198
6.000,12677,59539,4660,65293
6.000,12792,59551,4723,65224
6.000,12818,59510,4654,65157
6.000,12783,59393,4711,65160
6.000,12688,59277,4630,65165
6.000,12844,59631,4686,65221
6.000,12767,59353,4665,65276
6.000,12716,59439,4713,65336
6.000,12748,59806,4683,65420
6.000,12819,59500,4653,65469
6.000,12760,59739,4638,65362
6.000,12798,59833,4690,65286
6.000,12741,59747,4704,65206
6.000,12777,59837,4673,64851
6.000,12670,59853,4648,64872
