1.050,11500,81346,1772,51511
1.100,11506,82032,1794,51292
1.150,11271,84387,1774,51242
1.200,11023,87591,1766,51383
1.250,10477,91504,1773,51507
1.300,10019,96247,1788,51552
1.350,9584,102103,1817,52069
1.400,8881,108393,1839,53246
1.450,8157,114580,1879,54849
1.500,7562,120751,1941,56730
1.550,6766,126676,2037,58696
1.600,6078,131588,2101,60539
1.650,5534,136025,2255,62510
1.700,5043,139024,2431,63867
1.750,4591,142324,2570,65239
1.800,4095,144513,2766,66097
1.850,3873,146096,3000,66660
1.900,3632,147287,3223,67045
1.950,3614,147710,3493,67103
2.000,3499,148030,3707,66987
2.050,3605,147346,3991,66929
2.100,3711,146675,4283,66423
2.150,3963,145252,4551,66455
2.200,4268,144094,4768,66342
2.250,4422,142349,5041,66333
2.300,4720,140350,5288,65970
2.350,5022,138656,5484,65473
2.400,5283,136348,5709,65196
2.450,5642,134071,5856,65128
2.500,5935,131914,5982,64873
2.550,6146,129872,6086,64359
2.600,6467,128030,6095,64199
2.650,6717,125897,6206,64038
2.700,7073,123320,6241,64535
2.750,7367,121303,6251,64355
2.800,7642,119129,6336,64160
2.850,7726,116922,6360,64093
2.900,8007,114976,6373,63982
2.950,8195,112988,6361,63956
3.000,8420,110912,6299,63918
3.050,8633,108927,6315,63980
3.100,8749,106936,6284,64273
3.150,8972,105377,6253,64056
3.200,9164,103558,6236,64212
3.250,9334,101528,6225,64235
3.300,9426,100273,6166,64263
3.350,9662,98364,6116,64467
3.400,9742,96684,6052,64232
3.450,9826,94998,6025,64435
3.500,10052,93813,5959,64401
3.550,10111,92754,5929,64354
3.600,10194,91389,5920,64558
3.650,10357,90103,5894,64513
3.700,10414,89112,5815,64301
3.750,10524,87878,5778,64395
3.800,10655,86603,5693,64314
3.850,10702,85511,5678,64410
3.900,10824,84737,5676,64543
3.950,10950,84072,5602,64487
4.000,11015,83184,5592,64539
4.050,11113,81878,5560,64590
4.100,11104,80911,5529,64485
4.150,11228,80120,5506,64715
4.200,11221,79445,5443,64819
4.250,11365,78729,5355,64561
4.300,11412,77952,5382,64836
4.350,11324,77234,5372,64864
4.400,11543,76152,5272,64919
4.450,11507,75465,5275,64859
4.500,11589,74481,5260,65038
4.550,11637,74019,5254,64799
4.600,11827,73158,5212,64861
4.650,11805,72637,5177,65042
4.700,11864,72178,5125,64917
4.750,11925,71731,5109,64866
4.800,11992,70832,5125,65052
4.850,12002,70307,5064,64986
4.900,11957,69696,5043,64565
4.950,12031,69125,5005,64695
5.000,12227,68859,5068,65105
5.050,12157,68104,5019,65300
5.100,12164,67347,4979,65262
5.150,12196,66956,4965,65204
5.200,12180,66364,4925,64996
5.250,12440,66068,4882,65129
5.300,12334,65525,4832,65113
5.350,12238,65111,4896,65145
5.400,12302,64726,4806,65018
5.450,12319,64300,4785,64862
5.500,12490,64006,4809,65303
5.550,12400,63345,4752,65430
5.600,12423,62970,4756,65468
5.650,12484,62389,4770,65145
5.700,12549,62010,4722,65230
5.750,12595,61463,4732,65524
5.800,12537,61423,4754,65418
5.850,12510,60598,4758,64864
5.900,12644,60521,4713,65116
5.950,12771,60381,4655,65160
6.000,12889,60175,4686,65538
