#time_stamp,counts
2022-05-26T11:53:39.060317,4000,0,0,4000
2022-05-26T11:53:39.223308,4000,0,0,4000
2022-05-26T11:53:39.381315,4000,0,0,4000
2022-05-26T11:53:39.539082,4000,0,0,4000
2022-05-26T11:53:39.696977,4000,0,0,4000
2022-05-26T11:53:39.853931,4000,0,0,4000
2022-05-26T11:53:40.006143,4000,0,0,4000
2022-05-26T11:53:40.173449,4000,0,0,4000
2022-05-26T11:53:40.340176,4000,0,0,4000
2022-05-26T11:53:40.506545,4000,0,0,4000
2022-05-26T11:53:40.671049,4000,0,0,4000
2022-05-26T11:53:40.830026,4000,0,0,4000
2022-05-26T11:53:40.996159,4000,0,0,4000
2022-05-26T11:53:41.154326,4000,0,0,4000
2022-05-26T11:53:41.314206,4000,0,0,4000
2022-05-26T11:53:41.473265,4000,0,0,4000
2022-05-26T11:53:41.634313,4000,0,0,4000
2022-05-26T11:53:41.794827,4000,0,0,4000
2022-05-26T11:53:41.969263,4000,0,0,4000
2022-05-26T11:53:42.127270,4000,0,0,4000
2022-05-26T11:53:42.300716,4000,0,0,4000
2022-05-26T11:53:42.466906,4000,0,0,4000
2022-05-26T11:53:42.633031,4000,0,0,4000
2022-05-26T11:53:42.796179,4000,0,0,4000
2022-05-26T11:53:42.973302,4000,0,0,4000
2022-05-26T11:53:43.140224,4000,0,0,4000
2022-05-26T11:53:43.306211,4000,0,0,4000
2022-05-26T11:53:43.473259,4000,0,0,4000
2022-05-26T11:53:43.640155,4000,0,0,4000
2022-05-26T11:53:43.809253,4000,0,0,4000
2022-05-26T11:53:43.973489,4000,0,0,4000
2022-05-26T11:53:44.139688,4000,0,0,4000
2022-05-26T11:53:44.306563,4000,0,0,4000
2022-05-26T11:53:44.472719,4000,0,0,4000
2022-05-26T11:53:44.629811,4000,0,0,4000
2022-05-26T11:53:44.804428,4000,0,0,4000
2022-05-26T11:53:44.970299,4000,0,0,4000
2022-05-26T11:53:45.140000,5001,0,0,5001
2022-05-26T11:53:45.306895,5001,0,0,5001
2022-05-26T11:53:45.465588,5001,0,0,5001
2022-05-26T11:53:45.640387,5001,0,0,5001
2022-05-26T11:53:45.809350,5001,0,0,5001
2022-05-26T11:53:45.973239,5001,0,0,5001
2022-05-26T11:53:46.138654,5001,0,0,5001
2022-05-26T11:53:46.296753,5001,0,0,5001
2022-05-26T11:53:46.473858,5001,0,0,5001
2022-05-26T11:53:46.639301,4065,0,0,4065
2022-05-26T11:53:46.805982,4000,0,0,4000
2022-05-26T11:53:46.973083,3217,0,0,3217
2022-05-26T11:53:47.139900,3000,0,0,3000
2022-05-26T11:53:47.298368,3000,0,0,3000
2022-05-26T11:53:47.466130,3000,0,0,3000
2022-05-26T11:53:47.641271,3000,0,0,3000
2022-05-26T11:53:47.806605,3000,0,0,3000
2022-05-26T11:53:47.972531,3000,0,0,3000
2022-05-26T11:53:48.139985,3000,0,0,3000
2022-05-26T11:53:48.305967,3000,0,0,3000
2022-05-26T11:53:48.473246,3000,0,0,3000
2022-05-26T11:53:48.639661,3000,0,0,3000
2022-05-26T11:53:48.806394,3000,0,0,3000
